PC	Technical_Metric	Pearson_R	Pearson_P	Spearman_R	Spearman_P
PC_8	nFeature_RNA	0.158914159074559	2.18687856713126e-14	0.193088364174575	1.27083560525157e-20
PC_9	nFeature_RNA	-0.0655520816096802	0.0017216479309507	0.0279186594686539	0.18227067080095
PC_10	nFeature_RNA	0.161967649187049	6.81498552310034e-15	0.0906160956116025	1.44304292231767e-05
PC_11	nFeature_RNA	-0.17000950540336	2.83540190072195e-16	-0.12800798514939	8.27394604140957e-10
PC_12	nFeature_RNA	-0.0394975790953104	0.0591145672869824	-0.024424677712966	0.243283058963501
PC_13	nFeature_RNA	-0.0261826522287029	0.210996460061528	-0.077486497858613	0.000209960521486838
PC_14	nFeature_RNA	0.0512421788021172	0.0143176188465815	0.0556862125583803	0.00776962667739007
PC_15	nFeature_RNA	-0.00850400167349586	0.684594615052192	0.0099220462491181	0.635543616834876
PC_1	percent.mt	-2.86829654782711e-17	0.999999999999999	-0.0752242363368055	0.000320441567216652
PC_2	percent.mt	6.02588551897753e-18	1	0.079992889881861	0.000129715448545436
PC_3	percent.mt	3.77611147284807e-18	1	-0.0444238829933448	0.033757450020707
PC_4	percent.mt	-2.89038317337171e-17	0.999999999999999	0.0968491466185739	3.53659816852387e-06
PC_5	percent.mt	-4.54531535652085e-19	1	-0.0593107002745577	0.0045757613214568
PC_6	percent.mt	-5.41159469612304e-17	0.999999999999998	-0.00113039100828298	0.956940581230022
PC_7	percent.mt	5.1936185329463e-17	0.999999999999998	-0.00937375290053192	0.65433535185344
PC_8	percent.mt	-3.40527346611263e-17	0.999999999999999	-0.0274241525717025	0.190140890644746
PC_9	percent.mt	2.81666630771854e-17	0.999999999999999	-0.0592426891220732	0.0046226359005822
PC_10	percent.mt	3.16190531215085e-17	0.999999999999999	-0.0233136708527612	0.265395021318748
PC_11	percent.mt	-1.00783972866068e-17	1	-0.0965393616780871	3.80046275358207e-06
PC_12	percent.mt	-4.41875500900079e-17	0.999999999999998	-0.0286356073626365	0.171292744238308
PC_13	percent.mt	1.17790172641873e-17	1	0.0192613795921105	0.357517305278406
PC_14	percent.mt	-5.17223483979774e-17	0.999999999999998	-0.0146757166705282	0.483287976143696
PC_15	percent.mt	1.61264531438299e-17	0.999999999999999	-0.0106055686866635	0.612442687341747
PC_1	percent.ribo	0.313997930566105	1.94056714670716e-53	0.315577173481847	5.48146219112004e-54
PC_2	percent.ribo	0.0116853969081275	0.57672650868323	0.00658678722234325	0.753048948634496
PC_3	percent.ribo	0.149307505232248	7.39556207075416e-13	0.15166576714137	3.18084317831719e-13
PC_4	percent.ribo	0.553142217669861	3.12374828664128e-183	0.481569829755885	6.23718226061319e-133
PC_5	percent.ribo	-0.00506517986926413	0.808826558741154	0.0676301485078605	0.00122043573953726
PC_6	percent.ribo	0.0730398478084308	0.000476878247951381	0.154332123378355	1.20570025686442e-13
PC_7	percent.ribo	-0.331611186750791	9.40847117098792e-60	-0.346551552271702	1.91046325805162e-65
PC_8	percent.ribo	0.199229826826301	7.06414101901975e-22	0.274689366412492	8.05204688998378e-41
PC_9	percent.ribo	-0.0391085519883513	0.0616594336169816	0.231523047507943	3.58578969586951e-29
PC_10	percent.ribo	-0.0179357937386153	0.391570345716968	-0.0166879397177168	0.425360558184116
PC_11	percent.ribo	0.179205189324241	6.15171783105638e-18	0.160642857544637	1.13334934525409e-14
PC_12	percent.ribo	-0.135164439745274	8.81917740409127e-11	-0.177420494815842	1.31515588697465e-17
PC_13	percent.ribo	-0.208963188229208	5.94764551893102e-24	-0.197467330492953	1.63489282704135e-21
PC_14	percent.ribo	0.0801646195468089	0.00012544144438562	0.0733958024221965	0.000447282407705235
PC_15	percent.ribo	-0.115638474421221	2.98902134136094e-08	-0.128905206064194	6.29046152380432e-10
