PC	Rank	Pos_Gene	Pos_Loading	Neg_Gene	Neg_Loading
PC_6	4	C1QB	0.130438053454475	HLA-DRB1	-0.128858454647477
PC_6	5	C1QA	0.12514100654063	HLA-DRA	-0.127649135487077
PC_6	6	C1QC	0.124085077824427	IL1B	-0.127200543424846
PC_6	7	FOLR2	0.121202889458626	HLA-DPB1	-0.126247190640049
PC_6	8	APOE	0.12004298234344	HLA-DQB1	-0.120790031228116
PC_6	9	DAB2	0.109011888258473	IL8	-0.109085845918974
PC_6	10	STAB1	0.100579334026753	PLAUR	-0.108204935111669
PC_7	1	CTHRC1	0.11528173919138	RGS5	-0.116238255761521
PC_7	2	RARRES1	0.100445385181102	NDUFA4L2	-0.115608245660498
PC_7	3	LUM	0.0987180126480953	PPP1R14A	-0.110986070448734
PC_7	4	IGFBP6	0.0886559912517527	MCAM	-0.105549897393865
PC_7	5	FAP	0.0865430810716179	COL18A1	-0.0982140126285535
PC_7	6	POSTN	0.0833944703223907	NOTCH3	-0.0976251557091057
PC_7	7	DCN	0.0831928290073128	SEPT4	-0.0960777216745004
PC_7	8	MMP2	0.0774269241047497	ACTA2	-0.0951141700527612
PC_7	9	PCOLCE	0.0757596384806949	SLIT3	-0.0920842838485377
PC_7	10	TIMP1	0.0735043079985925	TINAGL1	-0.0915940361640592
PC_8	1	LYZ	0.0819243703389102	FOS	-0.221485842960165
PC_8	2	S100A9	0.0616534133177989	JUN	-0.195662426052859
PC_8	3	MNDA	0.0611394965663557	HSPA1A	-0.193232914871486
PC_8	4	FCN1	0.0592430001407857	NFKBIA	-0.181344719238711
PC_8	5	TP53INP1	0.0547501253518557	JUNB	-0.176538996785696
PC_8	6	S100A8	0.0514480154955878	IER2	-0.174535051120632
PC_8	7	SEL1L3	0.0509805640933006	HSPA1B	-0.160205739508619
PC_8	8	CD14	0.0492384411102593	DUSP1	-0.158756691085381
PC_8	9	AIF1	0.0486803959168592	DUSP2	-0.155957453579057
PC_8	10	CD74	0.0466732031699416	IER3	-0.12348492557635
PC_9	1	HLA-DPA1	0.203534156521694	S100A9	-0.183188503259824
PC_9	2	HLA-DQB1	0.193964768597346	FCN1	-0.152229266787144
PC_9	3	HLA-DPB1	0.192690349678396	S100A8	-0.151500729583765
PC_9	4	CD74	0.186787628520992	IL1B	-0.14144057741067
PC_9	5	HLA-DRB1	0.176617655057992	SOD2	-0.138901813232453
PC_9	6	HLA-DQA1	0.176422489200864	CXCL2	-0.135830066530145
PC_9	7	HLA-DRA	0.170117739682227	CXCL3	-0.122103892376064
PC_9	8	HLA-DRB5	0.14843966808123	BCL2A1	-0.117014140885149
PC_9	9	HLA-DQA2	0.109851176397884	IL8	-0.0965615066077237
PC_9	10	FCER1A	0.0986232378659026	SERPINA1	-0.0879702334710591
PC_10	1	CCL3	0.121051807590609	S100A9	-0.121749853548484
PC_10	2	CXCL2	0.116456105236905	S100A8	-0.106046635073924
PC_10	3	CCL4	0.110150694111901	FCN1	-0.104124765793735
PC_10	4	IL8	0.102690995921503	S100A4	-0.0873073907347097
PC_10	5	CFH	0.0844501437213348	LGALS1	-0.0807932180423124
PC_10	6	CCL3L1	0.0838745009045728	S100A6	-0.0792343811924156
PC_10	7	CXCL3	0.0810831182903469	S100A10	-0.0768261170926331
PC_10	8	IER3	0.0802794239225677	FOS	-0.0744095089183839
PC_10	9	NEAT1	0.0784800598234047	HSPA1B	-0.0707086744070033
PC_10	10	TP53INP1	0.0772629003166349	HSPA1A	-0.0670582520998802
